POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,price,area,bedrooms,longitude,latitude,CITY_NAME
Dealer,0,0,3,BHK,1509.73381,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,3800000.0,1509.73381,3,30.662283,76.822397,Unknown
Dealer,0,1,2,BHK,1267.135976,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,3420000.0000000005,1267.135976,2,26.928785,75.828002,Unknown
Dealer,0,0,2,BHK,1000.0,1,1,"Bhandup (West),Maharashtra",19.147866,72.932609,11000000.0,1000.0,2,19.147866,72.932609,Unknown
Dealer,0,0,2,BHK,1337.086559,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,3800000.0,1337.086559,2,28.406388,77.342588,Unknown
Dealer,0,0,3,BHK,1314.162028,1,1,"Rotary Nagar,Bangalore",23.04474,70.12653900000001,8500000.0,1314.162028,3,23.04474,70.12653900000001,Unknown
Dealer,0,0,3,BHK,1076.445904,1,1,"Mamurdi,Pune",18.673472,73.714564,5900000.0,1076.445904,3,18.673472,73.714564,Unknown
Dealer,0,0,3,BHK,1641.458553,1,1,"Sector-29 Noida,Noida",28.568965999999996,77.335388,14000000.0,1641.458553,3,28.568965999999996,77.335388,Unknown
Owner,0,0,3,BHK,1400.258509,1,1,"Sector-125 Mohali,Mohali",30.751176,76.668359,6500000.0,1400.258509,3,30.751176,76.668359,Unknown
Owner,0,0,2,BHK,1222.0428869999998,1,1,"Guduvancheri,Chennai",12.842686,80.063733,5300000.0,1222.0428869999998,2,12.842686,80.063733,Unknown
Dealer,0,0,4,BHK,2488.038278,1,1,"JVLR,Lalitpur",24.69028,78.41889,65000000.0,2488.038278,4,24.69028,78.41889,Unknown
Dealer,1,0,3,BHK,1281.262024,0,0,"Shiv Mandir,Siliguri",25.232239,71.392013,3329999.9999999995,1281.262024,3,25.232239,71.392013,Unknown
Builder,0,0,2,BHK,895.140665,1,0,"Wathoda,Nagpur",21.139832,79.13953000000001,3500000.0,895.140665,2,21.139832,79.13953000000001,Unknown
Dealer,0,0,2,BHK,1073.799297,1,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,5500000.0,1073.799297,2,35.0,136.0,Unknown
Dealer,0,0,2,BHK,1111.848656,1,1,"Krishna Nagar,Mathura",27.499348,77.660696,3350000.0,1111.848656,2,27.499348,77.660696,Unknown
Dealer,1,1,2,BHK,1068.650081,0,1,"Goregaon (West),Lalitpur",19.161955,72.839616,25000000.0,1068.650081,2,19.161955,72.839616,Unknown
Dealer,0,0,2,BHK,910.021613,1,1,"Civil Lines,Lalitpur",24.692547,78.408129,8000000.0,910.021613,2,24.692547,78.408129,Unknown
Owner,0,0,3,BHK,1883.239171,1,1,"Fatehpura,Udaipur",24.619425,73.685749,7000000.0,1883.239171,3,24.619425,73.685749,Unknown
Dealer,0,0,2,BHK,1099.975556,1,1,"BTM 2nd Stage,Bangalore",12.96991,77.59796,4500000.0,1099.975556,2,12.96991,77.59796,Unknown
Owner,0,0,2,BHK,815.056313,1,1,"Hingne Khurd,Pune",18.480279,73.830867,5500000.0,815.056313,2,18.480279,73.830867,Unknown
Dealer,0,0,3,BHK,1798.941799,1,1,"Yeshwanthpur,Bangalore",12.96991,77.59796,17000000.0,1798.941799,3,12.96991,77.59796,Unknown
Dealer,0,0,3,BHK,1880.29661,1,1,"Mullanpur,Chandigarh",30.73528,76.79111,7100000.0,1880.29661,3,30.73528,76.79111,Unknown
Dealer,0,0,1,BHK,690.0212313999999,1,1,"Sector 21 Ulwe,Lalitpur",28.5889,77.3352,5200000.0,690.0212313999999,1,28.5889,77.3352,Unknown
Owner,0,0,4,BHK,2295.332823,1,1,"Jahangirpura,Surat",21.17,72.83,9000000.0,2295.332823,4,21.17,72.83,Unknown
Dealer,1,1,3,BHK,1296.736546,0,0,"Bannerghatta Road,Bangalore",12.808137,77.58308000000001,12000000.0,1296.736546,3,12.808137,77.58308000000001,Unknown
Dealer,0,1,2,BHK,592.02378,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,2390000.0,592.02378,2,28.406388,77.342588,Unknown
Owner,0,0,2,BHK,1064.891847,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,3200000.0,1064.891847,2,26.900926,75.775927,Unknown
Owner,0,0,1,BHK,554.0780142000001,1,1,"Hadapsar,Pune",18.49667,73.94167,2500000.0,554.0780142000001,1,18.49667,73.94167,Unknown
Dealer,0,0,3,BHK,1574.939425,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,9100000.0,1574.939425,3,12.840956,77.659441,Unknown
Builder,1,1,3,BHK,1319.349147,0,0,"Nasik Road,Lalitpur",24.69028,78.41889,6730000.0,1319.349147,3,24.69028,78.41889,Unknown
Dealer,0,1,3,BHK,1126.985858,1,1,"Mulund (West),Mumbai",19.1759,72.9522,31000000.0,1126.985858,3,19.1759,72.9522,Unknown
Dealer,0,0,2,BHK,1050.126015,1,1,"Pimple Saudagar,Pune",18.5956,73.7981,7500000.0,1050.126015,2,18.5956,73.7981,Unknown
Owner,0,0,2,BHK,1150.306748,1,1,"Atladra,Vadodara",22.271018,73.154216,3000000.0,1150.306748,2,22.271018,73.154216,Unknown
Dealer,0,0,2,BHK,1070.090958,1,1,"Sector-18 Ulwe,Lalitpur",28.5706,77.3239,8000000.0,1070.090958,2,28.5706,77.3239,Unknown
Owner,0,1,2,BHK,1010.10101,1,1,"Vemali,Vadodara",22.35962,73.187321,3300000.0,1010.10101,2,22.35962,73.187321,Unknown
Dealer,1,0,2,BHK,1058.857473,0,1,"Madhurawada,Visakhapatnam",17.815234,83.35818,3670000.0000000005,1058.857473,2,17.815234,83.35818,Unknown
Dealer,0,1,3,BHK,1504.065041,1,1,"Yelahanka,Bangalore",13.11389,77.59833,7400000.0,1504.065041,3,13.11389,77.59833,Unknown
Dealer,0,1,4,BHK,3200.222624,1,1,"Sector-150 Noida,Noida",28.429614,77.481711,23000000.0,3200.222624,4,28.429614,77.481711,Unknown
Owner,0,0,2,BHK,550.0550055,1,1,"Bhadrakali,Kolkata",22.675548000000003,88.352674,2000000.0,550.0550055,2,22.675548000000003,88.352674,Unknown
Owner,0,0,2,BHK,919.1176471,1,1,"Jigani,Bangalore",12.778033,77.632191,3000000.0,919.1176471,2,12.778033,77.632191,Unknown
Dealer,0,0,2,BHK,974.03946,1,1,"Moovar Nagar,Chennai",13.09,80.27,4690000.0,974.03946,2,13.09,80.27,Unknown
Dealer,0,0,2,BHK,1100.110011,1,1,"Manpada,Mumbai",19.239813,72.962722,10000000.0,1100.110011,2,19.239813,72.962722,Unknown
Owner,0,0,2,BHK,725.1047374,1,1,"Uttarahalli,Bangalore",12.90579,77.54264,4500000.0,725.1047374,2,12.90579,77.54264,Unknown
Dealer,0,0,2,BHK,985.8823529,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,4190000.0,985.8823529,2,22.54111,88.33778000000001,Unknown
Dealer,0,0,1,BHK,700.0259269,1,1,"Kovur,Chennai",13.011583,80.123114,2700000.0,700.0259269,1,13.011583,80.123114,Unknown
Owner,0,1,2,BHK,1420.159335,1,1,"Kundli,Sonipat",28.874383,77.113251,4100000.0,1420.159335,2,28.874383,77.113251,Unknown
Dealer,0,0,3,BHK,136748.9864,1,0,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,742000000.0,136748.9864,3,12.905368,77.580403,Unknown
Dealer,0,0,2,BHK,1272.675737,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,4490000.0,1272.675737,2,28.431862,77.351104,Unknown
Dealer,1,1,3,BHK,1917.014372,0,1,"Sector-37 Bahadurgarh,Bahadurgarh",30.739007,76.74839300000001,8270000.0,1917.014372,3,30.739007,76.74839300000001,Unknown
Dealer,0,0,3,BHK,1799.9856,1,1,"Lower Parel,Lalitpur",18.996305,72.827789,50000000.0,1799.9856,3,18.996305,72.827789,Unknown
Dealer,1,0,3,BHK,1311.111111,0,1,"Beltola,Guwahati",26.117108,91.802088,5900000.0,1311.111111,3,26.117108,91.802088,Unknown
Dealer,0,0,2,BHK,799.8012916,1,1,"Dadi Ka Phatak,Jaipur",26.968933000000003,75.755339,1610000.0000000002,799.8012916,2,26.968933000000003,75.755339,Unknown
Owner,0,0,2,BHK,780.0312012,1,1,"Guduvancheri,Chennai",12.842686,80.063733,2500000.0,780.0312012,2,12.842686,80.063733,Unknown
Owner,0,0,2,BHK,1116.217991,1,1,"Green House Layout, Begur Hobli Road, Narashima Sw,Bangalore",40.839487,31.159234,3400000.0,1116.217991,2,40.839487,31.159234,Unknown
Dealer,0,1,3,BHK,1100.007021,1,1,"Shastri Nagar,Lalitpur",25.442075,78.528384,47000000.0,1100.007021,3,25.442075,78.528384,Unknown
Owner,0,0,1,BHK,560.0,1,1,"Shivramnagar,Pune",18.52361,73.84778,3500000.0,560.0,1,18.52361,73.84778,Unknown
Owner,0,0,3,BHK,1364.087302,1,1,"Narasimha Colony,Secunderabad",17.45,78.5,5500000.0,1364.087302,3,17.45,78.5,Unknown
Dealer,0,1,2,BHK,733.0303475,1,1,"Ghodbunder Road,Mumbai",28.743724,76.81131500000001,10000000.0,733.0303475,2,28.743724,76.81131500000001,Unknown
Dealer,1,1,1,BHK,447.710762,0,0,"Badlapur (East),Lalitpur",24.69028,78.41889,2650000.0,447.710762,1,24.69028,78.41889,Unknown
Dealer,0,0,3,BHK,1841.789852,1,1,"Kundli,Sonipat",28.874383,77.113251,4610000.0,1841.789852,3,28.874383,77.113251,Unknown
Dealer,0,1,2,BHK,1250.0,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,3600000.0,1250.0,2,30.662283,76.822397,Unknown
Owner,0,0,3,BHK,1389.904901,1,1,"Kundli,Sonipat",28.874383,77.113251,5700000.0,1389.904901,3,28.874383,77.113251,Unknown
Builder,1,0,3,BHK,1449.82831,0,0,"Wanadongri,Lalitpur",24.69028,78.41889,3800000.0,1449.82831,3,24.69028,78.41889,Unknown
Owner,0,0,3,BHK,1750.477403,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,5500000.0,1750.477403,3,26.928785,75.828002,Unknown
Dealer,0,1,2,BHK,875.1458575999999,1,1,"Chandapura,Bangalore",12.80009,77.71181999999999,3000000.0,875.1458575999999,2,12.80009,77.71181999999999,Unknown
Owner,0,0,3,BHK,1450.209475,1,1,"Charmwood Village,Faridabad",28.494181,77.290609,9000000.0,1450.209475,3,28.494181,77.290609,Unknown
Dealer,1,0,2,BHK,952.8272415,0,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,3050000.0,952.8272415,2,22.54111,88.33778000000001,Unknown
Dealer,1,1,2,BHK,647.2288551,0,0,"Mihan,Nagpur",21.15389,79.08306,5150000.0,647.2288551,2,21.15389,79.08306,Unknown
Owner,0,0,3,BHK,1800.0,1,1,"Sain Vihar,Ghaziabad",28.63601,77.433724,6300000.0,1800.0,3,28.63601,77.433724,Unknown
Owner,0,0,1,BHK,365.0167908,1,1,"Talpur,Bhilai",21.17549,81.31277299999999,5000000.0,365.0167908,1,21.17549,81.31277299999999,Unknown
Dealer,0,0,3,BHK,2500.0,1,1,"Bandra (West),Lalitpur",19.05444,72.84056,80000000.0,2500.0,3,19.05444,72.84056,Unknown
Owner,0,0,1,BHK,485.0444624,1,1,"Oros,Sindhudurg",16.26,73.71,1200000.0,485.0444624,1,16.26,73.71,Unknown
Owner,0,0,2,BHK,1599.634369,1,1,"Adajan,Surat",24.395822,78.989627,3500000.0,1599.634369,2,24.395822,78.989627,Unknown
Owner,0,0,2,BHK,1224.797437,1,1,"Alibaug,Raigad",18.65367,72.88305600000001,6500000.0,1224.797437,2,18.65367,72.88305600000001,Unknown
Dealer,0,1,3,BHK,1765.6189370000002,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,4550000.0,1765.6189370000002,3,26.928785,75.828002,Unknown
Dealer,1,1,3,BHK,1504.651163,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,6470000.0,1504.651163,3,30.662283,76.822397,Unknown
Dealer,0,0,2,BHK,954.0547326,1,1,"Jayapriya Nagar,Chennai",24.090195,87.990011,3800000.0,954.0547326,2,24.090195,87.990011,Unknown
Owner,0,0,2,BHK,868.0555555999999,1,1,"Suchitra,Secunderabad",17.45,78.5,3500000.0,868.0555555999999,2,17.45,78.5,Unknown
Owner,0,0,2,BHK,950.0206526,1,1,"Shankar Nagar,Amravati",21.158795,77.317542,4600000.0,950.0206526,2,21.158795,77.317542,Unknown
Dealer,0,0,4,BHK,2400.0,1,1,"Greenfield Colony,Faridabad",28.41667,77.3,7500000.0,2400.0,4,28.41667,77.3,Unknown
Owner,0,1,2,BHK,1100.052383,1,1,"Saddu,Raipur",21.23795,81.63368,4200000.0,1100.052383,2,21.23795,81.63368,Unknown
Owner,0,0,2,BHK,1304.206065,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,4000000.0,1304.206065,2,28.431862,77.351104,Unknown
Dealer,1,1,1,BHK,600.0,0,1,"Mahim,Palghar",19.6394,72.7256,1920000.0,600.0,1,19.6394,72.7256,Unknown
Owner,0,0,2,BHK,1087.7626699999998,1,1,"Sector 63,Faridabad",28.6218,77.3831,3520000.0000000005,1087.7626699999998,2,28.6218,77.3831,Unknown
Builder,1,1,2,BHK,711.2881428,0,0,"Bibwewadi,Lalitpur",24.69028,78.41889,10000000.0,711.2881428,2,24.69028,78.41889,Unknown
Dealer,1,1,2,BHK,761.0350076000001,0,1,"Kolshet Road,Lalitpur",24.69028,78.41889,13000000.0,761.0350076000001,2,24.69028,78.41889,Unknown
Owner,0,1,3,BHK,1463.057791,1,1,"Kannamangala,Bangalore",13.025845,77.770331,10000000.0,1463.057791,3,13.025845,77.770331,Unknown
Owner,0,0,2,BHK,1183.0819279999998,1,1,"Sitaphalmandi,Secunderabad",17.45,78.5,8000000.0,1183.0819279999998,2,17.45,78.5,Unknown
Dealer,0,0,2,BHK,1024.352532,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,2650000.0,1024.352532,2,22.54111,88.33778000000001,Unknown
Owner,0,0,2,BHK,1008.064516,1,1,"Sholinganallur,Chennai",12.90015,80.22791,7500000.0,1008.064516,2,12.90015,80.22791,Unknown
Owner,0,0,3,BHK,1399.906673,1,1,"Savedi,Ahmednagar",19.09806,74.7325,6000000.0,1399.906673,3,19.09806,74.7325,Unknown
Dealer,0,1,2,BHK,956.857074,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,3970000.0000000005,956.857074,2,28.494868,77.410298,Unknown
Owner,0,0,3,BHK,1500.115393,1,1,"Whitefield,Bangalore",12.9958935,77.761394,6500000.0,1500.115393,3,12.9958935,77.761394,Unknown
Dealer,1,1,2,BHK,910.0,0,1,"Pipaliyahana,Indore",22.709351,75.900743,1820000.0,910.0,2,22.709351,75.900743,Unknown
Dealer,1,1,3,BHK,1224.9443210000002,0,1,"Kulshekar,Mangalore",12.87028,74.88056,4400000.0,1224.9443210000002,3,12.87028,74.88056,Unknown
Dealer,0,0,2,BHK,1050.019091,1,1,"Kolshet Road,Mumbai",19.249861,72.96386600000001,11000000.0,1050.019091,2,19.249861,72.96386600000001,Unknown
Dealer,0,0,3,BHK,1700.024934,1,1,"Peddar Road,Mumbai",18.976037,72.80898,75000000.0,1700.024934,3,18.976037,72.80898,Unknown
Owner,0,0,3,BHK,1000.0,1,1,"Behala,Kolkata",22.498882,88.31755600000001,4500000.0,1000.0,3,22.498882,88.31755600000001,Unknown
Owner,0,0,2,BHK,889.8305085000001,1,1,"Annanur,Chennai",13.10167,80.12833,4200000.0,889.8305085000001,2,13.10167,80.12833,Unknown
Owner,0,0,2,BHK,600.081367,1,1,"Brij Vihar,Ghaziabad",28.6693,77.334985,2950000.0,600.081367,2,28.6693,77.334985,Unknown
Dealer,0,1,2,BHK,1080.0,1,1,"Sector-74 Noida,Noida",28.577672999999997,77.389781,4860000.0,1080.0,2,28.577672999999997,77.389781,Unknown
Owner,0,0,2,BHK,1222.195062,1,1,"Guduvancheri,Chennai",12.842686,80.063733,5000000.0,1222.195062,2,12.842686,80.063733,Unknown
Dealer,0,0,1,BHK,500.0,1,1,"Dombivli (East),Lalitpur",19.2167,73.0833,3600000.0,500.0,1,19.2167,73.0833,Unknown
Dealer,1,1,3,BHK,645.2404318,0,1,"Sector 75 Faridabad,Faridabad",28.365512,77.34630600000001,2630000.0,645.2404318,3,28.365512,77.34630600000001,Unknown
Dealer,0,0,3,BHK,2015.258385,1,1,"Thanisandra,Bangalore",13.055985,77.622157,14000000.0,2015.258385,3,13.055985,77.622157,Unknown
Owner,0,1,2,BHK,1297.789337,1,1,"Madhuban Bapudham,Ghaziabad",28.707966,77.48760300000001,4990000.0,1297.789337,2,28.707966,77.48760300000001,Unknown
Dealer,0,1,1,BHK,630.0523062000001,1,1,"Sector-18 Ulwe,Lalitpur",28.5706,77.3239,5300000.0,630.0523062000001,1,28.5706,77.3239,Unknown
Owner,0,0,3,BHK,850.3401361,1,1,"Lal Kuan,Ghaziabad",28.634537,77.471342,2000000.0,850.3401361,3,28.634537,77.471342,Unknown
Dealer,0,1,1,BHK,585.0396991,1,1,"Virar West,Lalitpur",19.4559,72.8114,2800000.0,585.0396991,1,19.4559,72.8114,Unknown
Dealer,0,1,1,BHK,353.9941224,1,1,"Khoni,Maharashtra",19.164721,73.115978,2650000.0,353.9941224,1,19.164721,73.115978,Unknown
Dealer,0,0,3,BHK,1300.006933,1,1,"Chandrakant Dhuru Wadi,Maharashtra",21.037403,76.507922,75000000.0,1300.006933,3,21.037403,76.507922,Unknown
Dealer,1,1,1,BHK,452.0226583999999,0,1,"Kopri,Lalitpur",24.69028,78.41889,7900000.0,452.0226583999999,1,24.69028,78.41889,Unknown
Owner,0,0,2,BHK,430.5503557,1,1,"Sector-1 Vasundhara,Ghaziabad",28.659979999999997,77.37027900000001,2300000.0,430.5503557,2,28.659979999999997,77.37027900000001,Unknown
Owner,0,0,2,BHK,1109.177903,1,1,"Action Area 1B,Kolkata",22.583263,88.46570799999999,5100000.0,1109.177903,2,22.583263,88.46570799999999,Unknown
Dealer,0,0,2,BHK,924.0314171,1,1,"Pestom Sagar Colony,Lalitpur",27.097356,78.581563,14000000.0,924.0314171,2,27.097356,78.581563,Unknown
Dealer,0,0,1,BHK,640.0353123,1,1,"Kothrud,Pune",18.5101,73.8141,5800000.0,640.0353123,1,18.5101,73.8141,Unknown
Dealer,1,0,1,BHK,645.0572488,0,1,"Sector 23 Ulwe,Maharashtra",18.663883,73.767663,4000000.0,645.0572488,1,18.663883,73.767663,Unknown
Dealer,0,0,4,BHK,3800.08261,1,1,"Upper Govind Nagar,Lalitpur",24.682029999999997,78.430454,46000000.0,3800.08261,4,24.682029999999997,78.430454,Unknown
Dealer,0,0,2,BHK,1198.838897,1,1,"Mathavan Nagar,Thoothukudi",8.78333,78.13333,4129999.9999999995,1198.838897,2,8.78333,78.13333,Unknown
Dealer,1,1,3,BHK,1316.559391,0,1,"Mulund (West),Maharashtra",19.1759,72.9522,27000000.0,1316.559391,3,19.1759,72.9522,Unknown
Dealer,1,1,2,BHK,788.0724175,0,1,"Thane West,Lalitpur",19.18,72.96333,7400000.0,788.0724175,2,19.18,72.96333,Unknown
Dealer,1,1,3,BHK,1622.060016,0,1,"Sarjapur Road,Bangalore",12.86,77.786,10000000.0,1622.060016,3,12.86,77.786,Unknown
Owner,0,0,3,BHK,1000.0,1,1,"3rd Block Banashankari,Bangalore",12.932882,77.629551,5500000.0,1000.0,3,12.932882,77.629551,Unknown
Owner,0,0,2,BHK,1193.775314,1,1,"Chembarambakkam,Chennai",13.09,80.27,5600000.0,1193.775314,2,13.09,80.27,Unknown
Dealer,0,0,3,BHK,2182.227222,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,9700000.0,2182.227222,3,22.54111,88.33778000000001,Unknown
Dealer,0,1,3,BHK,1350.0,1,0,"Dera Bassi,Chandigarh",30.594843,76.84983000000001,4320000.0,1350.0,3,30.594843,76.84983000000001,Unknown
Owner,0,0,2,BHK,750.1172058,1,1,"Govindpuri,Gwalior",26.205239,78.203214,3200000.0,750.1172058,2,26.205239,78.203214,Unknown
Dealer,0,0,1,BHK,550.0550055,1,1,"Sector-9 New Panvel,Mumbai",18.966114,73.148278,4500000.0,550.0550055,1,18.966114,73.148278,Unknown
Dealer,0,1,3,BHK,1341.065603,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,3700000.0,1341.065603,3,26.900926,75.775927,Unknown
Owner,0,0,3,BHK,1104.100946,1,1,"Ashok Nagar,Kanpur",26.470931,80.317286,7000000.0,1104.100946,3,26.470931,80.317286,Unknown
Owner,0,0,3,BHK,1520.045601,1,1,"Uppal,Secunderabad",17.4058,78.5591,8000000.0,1520.045601,3,17.4058,78.5591,Unknown
Dealer,0,0,3,BHK,1787.629603,1,1,"Sector-82 Gurgaon,Gurgaon",28.392686,76.959391,10000000.0,1787.629603,3,28.392686,76.959391,Unknown
Owner,0,0,2,BHK,1018.010963,1,1,"Dighi,Pune",19.524064000000003,75.057956,6500000.0,1018.010963,2,19.524064000000003,75.057956,Unknown
Owner,0,0,4,BHK,2160.251375,1,1,"Bablatala,Kolkata",22.54111,88.33778000000001,11000000.0,2160.251375,4,22.54111,88.33778000000001,Unknown
Dealer,0,0,3,BHK,1985.294118,1,1,"Sector 42 Seawoods,Maharashtra",28.456809000000003,77.099182,27000000.0,1985.294118,3,28.456809000000003,77.099182,Unknown
Dealer,0,0,1,BHK,707.809301,1,1,"Nipania,Indore",22.760061,75.928572,2420000.0,707.809301,1,22.760061,75.928572,Unknown
Owner,0,0,3,BHK,1599.865275,1,1,"A.R. Menon Road,Thrissur",10.52,76.21,9500000.0,1599.865275,3,10.52,76.21,Unknown
Dealer,0,0,3,BHK,1367.218916,1,1,"Tollygunge,Kolkata",22.5,88.35,8500000.0,1367.218916,3,22.5,88.35,Unknown
Dealer,1,1,3,BHK,643.4184676,0,1,"Sector 75 Faridabad,Faridabad",28.365512,77.34630600000001,2620000.0,643.4184676,3,28.365512,77.34630600000001,Unknown
Dealer,0,0,2,BHK,1155.187446,1,1,"Sector-62 Noida,Noida",28.6221,77.3674,5300000.0,1155.187446,2,28.6221,77.3674,Unknown
Dealer,0,0,4,BHK,800.0,1,1,"Lakadganj,Nagpur",21.151313,79.126071,6240000.0,800.0,4,21.151313,79.126071,Unknown
Owner,0,0,2,BHK,620.1550387999999,1,1,"Anantapur,Anantapur",14.683329999999998,77.6,2000000.0,620.1550387999999,2,14.683329999999998,77.6,Unknown
Owner,0,0,2,BHK,753.0120482000001,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,2250000.0,753.0120482000001,2,26.900926,75.775927,Unknown
Dealer,0,0,2,BHK,855.0205739,1,1,"Andheri (East),Lalitpur",19.1145,72.8712,16000000.0,855.0205739,2,19.1145,72.8712,Unknown
Owner,1,0,7,BHK,3450.106157,0,1,"Podrah,Kolkata",22.54111,88.33778000000001,13000000.0,3450.106157,7,22.54111,88.33778000000001,Unknown
Dealer,1,1,2,BHK,926.7840593,0,1,"Kandivali (East),Lalitpur",19.1955,72.8728,12000000.0,926.7840593,2,19.1955,72.8728,Unknown
Owner,0,0,3,BHK,1075.05864,1,1,"Bisuvanahalli,Bangalore",13.237769,77.556143,5500000.0,1075.05864,3,13.237769,77.556143,Unknown
Dealer,0,0,3,BHK,1588.042971,1,1,"Sector-119 Noida,Noida",28.587711,77.403123,6800000.0,1588.042971,3,28.587711,77.403123,Unknown
Owner,0,0,2,BHK,840.0840083999999,1,1,"Lal Kuan,Ghaziabad",28.634537,77.471342,2800000.0,840.0840083999999,2,28.634537,77.471342,Unknown
Owner,1,0,2,BHK,1295.139418,0,1,"Nagasandra,Bangalore",13.041421,77.50053199999999,8500000.0,1295.139418,2,13.041421,77.50053199999999,Unknown
Owner,0,0,2,BHK,725.0945776000001,1,1,"Gorwa,Vadodara",22.3301,73.1611,2300000.0,725.0945776000001,2,22.3301,73.1611,Unknown
Dealer,0,0,3,BHK,1600.0,1,1,"Rajaji Nagar,Bangalore",12.9847,77.5491,20000000.0,1600.0,3,12.9847,77.5491,Unknown
Dealer,0,1,3,BHK,1441.051968,1,1,"Kharghar,Lalitpur",24.69028,78.41889,16000000.0,1441.051968,3,24.69028,78.41889,Unknown
Dealer,0,1,2,BHK,875.1406073999999,1,1,"Moshi,Pune",18.669919,73.853723,3890000.0,875.1406073999999,2,18.669919,73.853723,Unknown
Owner,0,0,3,BHK,1241.105411,1,1,"Sri Balaji Krupa Layout,Bangalore",12.96991,77.59796,7500000.0,1241.105411,3,12.96991,77.59796,Unknown
Owner,0,0,2,BHK,1079.9865,1,1,"Sargasan,Gandhinagar",23.182972,72.611485,3200000.0,1079.9865,2,23.182972,72.611485,Unknown
Dealer,0,1,3,BHK,1740.0615710000002,1,1,"sector-121 Noida,Noida",28.602325,77.40199399999999,13000000.0,1740.0615710000002,3,28.602325,77.40199399999999,Unknown
Dealer,1,1,2,BHK,680.0,0,0,"Jatani,Bhubaneswar",20.1597,85.7074,2039999.9999999998,680.0,2,20.1597,85.7074,Unknown
Dealer,1,0,5,BHK,2869.8147670000003,0,1,"Sector-20 Panchkula,Panchkula",30.6665,76.8625,11000000.0,2869.8147670000003,5,30.6665,76.8625,Unknown
Owner,0,0,2,BHK,567.0103092999999,1,1,"MIDC,Ahmednagar",19.154484,74.696557,2200000.0,567.0103092999999,2,19.154484,74.696557,Unknown
Owner,0,0,2,BHK,1650.165017,1,1,"Shyamkhet,Nainital",29.396714000000003,79.545556,6500000.0,1650.165017,2,29.396714000000003,79.545556,Unknown
Dealer,0,0,4,BHK,2691.511387,1,1,"Pallikaranai,Chennai",12.9377,80.2153,13000000.0,2691.511387,4,12.9377,80.2153,Unknown
Builder,1,1,3,BHK,604.1426928,0,0,"Mustra,Jhansi",25.494151,78.62253299999999,2100000.0,604.1426928,3,25.494151,78.62253299999999,Unknown
Dealer,0,1,3,BHK,950.0777336,1,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,11000000.0,950.0777336,3,24.69028,78.41889,Unknown
Owner,0,0,3,BHK,1695.253291,1,1,"sector-121 Noida,Noida",28.602325,77.40199399999999,8500000.0,1695.253291,3,28.602325,77.40199399999999,Unknown
Dealer,0,0,2,BHK,900.2520706,1,1,"Gandhi Path,Jaipur",25.879721,86.587391,2500000.0,900.2520706,2,25.879721,86.587391,Unknown
Dealer,0,0,1,RK,260.0065917,1,1,"I C Colony,Lalitpur",24.69028,78.41889,7100000.0,260.0065917,1,24.69028,78.41889,Unknown
Dealer,0,0,2,BHK,1179.523473,1,1,"Thakur Village,Mumbai",18.914541,72.818211,20000000.0,1179.523473,2,18.914541,72.818211,Unknown
Dealer,0,0,2,BHK,1132.342534,1,1,"Elphinestone Road,Lalitpur",24.69028,78.41889,32000000.0,1132.342534,2,24.69028,78.41889,Unknown
Owner,0,0,2,BHK,1000.0,1,1,"Muchipara,Durgapur",23.55,87.32,1650000.0,1000.0,2,23.55,87.32,Unknown
Owner,0,0,2,BHK,1100.110011,1,1,"Neeladri Nagar,Bangalore",12.986987,77.736436,4000000.0,1100.110011,2,12.986987,77.736436,Unknown
Dealer,0,0,4,BHK,3279.917534,1,1,"Varthur,Bangalore",12.9407,77.7466,35000000.0,3279.917534,4,12.9407,77.7466,Unknown
Dealer,1,1,3,BHK,1750.0648170000002,0,1,"Thakur Village,Lalitpur",12.91668,77.59196,27000000.0,1750.0648170000002,3,12.91668,77.59196,Unknown
Owner,0,0,1,BHK,400.0,1,1,"Raiya Road,Rajkot",22.29691,70.79836,2200000.0,400.0,1,22.29691,70.79836,Unknown
